"Age","AttendedBootcamp","BootcampFinish","BootcampLoanYesNo","BootcampName","BootcampRecommend","ChildrenNumber","CityPopulation","CodeEventConferences","CodeEventDjangoGirls","CodeEventFCC","CodeEventGameJam","CodeEventGirlDev","CodeEventHackathons","CodeEventMeetup","CodeEventNodeSchool","CodeEventNone","CodeEventOther","CodeEventRailsBridge","CodeEventRailsGirls","CodeEventStartUpWknd","CodeEventWkdBootcamps","CodeEventWomenCode","CodeEventWorkshops","CommuteTime","CountryCitizen","CountryLive","EmploymentField","EmploymentFieldOther","EmploymentStatus","EmploymentStatusOther","ExpectedEarning","FinanciallySupporting","FirstDevJob","Gender","GenderOther","HasChildren","HasDebt","HasFinancialDependents","HasHighSpdInternet","HasHomeMortgage","HasServedInMilitary","HasStudentDebt","HomeMortgageOwe","HoursLearning","ID.x","ID.y","Income","IsEthnicMinority","IsReceiveDisabilitiesBenefits","IsSoftwareDev","IsUnderEmployed","JobApplyWhen","JobInterestBackEnd","JobInterestDataEngr","JobInterestDataSci","JobInterestDevOps","JobInterestFrontEnd","JobInterestFullStack","JobInterestGameDev","JobInterestInfoSec","JobInterestMobile","JobInterestOther","JobInterestProjMngr","JobInterestQAEngr","JobInterestUX","JobPref","JobRelocateYesNo","JobRoleInterest","JobWherePref","LanguageAtHome","MaritalStatus","MoneyForLearning","MonthsProgramming","NetworkID","Part1EndTime","Part1StartTime","Part2EndTime","Part2StartTime","PodcastChangeLog","PodcastCodeNewbie","PodcastCodePen","PodcastDevTea","PodcastDotNET","PodcastGiantRobots","PodcastJSAir","PodcastJSJabber","PodcastNone","PodcastOther","PodcastProgThrowdown","PodcastRubyRogues","PodcastSEDaily","PodcastSERadio","PodcastShopTalk","PodcastTalkPython","PodcastTheWebAhead","ResourceCodecademy","ResourceCodeWars","ResourceCoursera","ResourceCSS","ResourceEdX","ResourceEgghead","ResourceFCC","ResourceHackerRank","ResourceKA","ResourceLynda","ResourceMDN","ResourceOdinProj","ResourceOther","ResourcePluralSight","ResourceSkillcrush","ResourceSO","ResourceTreehouse","ResourceUdacity","ResourceUdemy","ResourceW3S","SchoolDegree","SchoolMajor","StudentDebtOwe","YouTubeCodeCourse","YouTubeCodingTrain","YouTubeCodingTut360","YouTubeComputerphile","YouTubeDerekBanas","YouTubeDevTips","YouTubeEngineeredTruth","YouTubeFCC","YouTubeFunFunFunction","YouTubeGoogleDev","YouTubeLearnCode","YouTubeLevelUpTuts","YouTubeMIT","YouTubeMozillaHacks","YouTubeOther","YouTubeSimplilearn","YouTubeTheNewBoston"
27,1,0,0,"Origin Code Academy",1,NA,"more than 1 million",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"female",NA,NA,1,0,1,0,0,0,NA,40,"2773cddfdf5c74f011c2050b43c7a481","6a92f722f8fef924f68947f42335a378",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","single, never married",13000,12,"b133d811b7",2017-03-09 21:17:49,"2017-03-09 19:40:52","2017-03-09 21:19:07",2017-03-09 21:17:52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,"bachelor's degree","Communication and Media Studies",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Australia","Australia",NA,NA,"Unable to work",NA,56000,NA,NA,"male",NA,NA,1,0,0,0,0,1,NA,20,"a8e22712e9ca3f3c684a4f33717617a3","5e16143e622cc14a9a15a510a9bf62cd",NA,0,0,0,NA,"more than 12 months from now",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"work for a multinational corporation",1,"  Data Scientist, Data Engineer,   Quality Assurance Engineer","in an office with other developers","English","single, never married",0,2,"bf28bb364a",2017-03-09 21:17:53,"2017-03-09 21:15:26","2017-03-09 21:19:24",2017-03-09 21:17:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,"some college credit, no degree",NA,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serbia","Serbia",NA,NA,"Not working but looking for work",NA,NA,NA,NA,"female",NA,NA,0,0,1,NA,NA,NA,NA,14,"b6d4ccf2a4d10de9d173d3ae47fcf069","c603f6b27fcc71bd9efb28afbc8f9490",NA,0,0,0,NA,"I haven't decided",NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"work for a multinational corporation",1,"  Data Scientist, Information Security, Full-Stack Web Developer, Data Engineer","no preference","Serbian","single, never married",100,6,"fc685af93c",2017-03-09 21:18:52,"2017-03-09 21:13:06","2017-03-09 21:22:05",2017-03-09 21:18:58,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"trade, technical, or vocational training",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
21,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latvia","Germany",NA,NA,"Military",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,1,NA,NA,10,"9a7f962175ad77840362a57f2189d3df","31cd4dd3d5170d658722912f87ce064e",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"Latvian","single, never married",0,12,"f8f0c3b11a",2017-03-09 21:21:47,"2017-03-09 21:20:09","2017-03-09 21:23:03",2017-03-09 21:21:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1,0,1,"Coder Factory",1,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","Australia","Australia","law enforcement and fire and rescue",NA,"Employed for wages",NA,60000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,40,"f0da927a9275d563c58b72e1419a1ef0","88712c32973550df0107d603331ff7c4",50000,0,0,0,0,"Within the next 6 months",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Full-Stack Web Developer, Back-End Web Developer","in an office with other developers","English","single, never married",20000,1,"01d22d02e6",2017-03-09 21:22:28,"2017-03-09 21:18:46","2017-03-09 21:34:43",2017-03-09 21:22:38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"high school diploma or equivalent (GED)",NA,20000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,60000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,20,"d36642a7cb71ec599c964d952d997540","103bb9798ea6fc290c3e54934dc3bcee",NA,0,0,0,NA,"I'm already applying",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",0,"Back-End Web Developer, Full-Stack Web Developer, Data Engineer","in an office with other developers","English","single, never married",3500,18,"0830a74d4f",2017-03-09 21:22:59,"2017-03-09 21:20:02","2017-03-09 21:24:29",2017-03-09 21:23:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Full Stack Radio",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,"Laracasts",1,NA,1,1,NA,NA,1,"bachelor's degree","Management Information Systems",25000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
20,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,60000,NA,NA,"female",NA,NA,1,0,1,0,0,1,NA,20,"8003d47404a00583a4c7ef87f37dc73e","716b9256f1def3c5d102f164a3b898c1",NA,1,0,0,NA,"Within 7 to 12 months",1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,"work for a government",1,"Back-End Web Developer, Full-Stack Web Developer, Information Security","no preference","English","single, never married",0,12,"a4858d338c",2017-03-09 21:23:22,"2017-03-09 21:21:05","2017-03-09 21:24:33",2017-03-09 21:23:28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"high school diploma or equivalent (GED)",NA,5690,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belgium","Belgium",NA,NA,NA,"School",NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"69a74225ca1ec5ac8282a80f428460f9","8d83ef2879a7d6dd59d19fad7ecc2c34",NA,0,0,0,NA,"more than 12 months from now",1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Information Security, Back-End Web Developer,   DevOps / SysAdmin","in an office with other developers","Dutch","single, never married",NA,7,"3fa375bc56",2017-03-09 21:24:28,"2017-03-09 21:21:10","2017-03-09 21:25:54",2017-03-09 21:24:31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,1,NA,1,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
19,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Brazil",NA,NA,"Not working and not looking for work",NA,80000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"a010f8c927d1aea7c390103901c2a6f9","354f9653149930262ab19545f5b3c410",NA,0,0,0,NA,"Within 7 to 12 months",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",NA,"Full-Stack Web Developer,   Data Scientist, Back-End Web Developer","from home","Portuguese","single, never married",0,12,"440f1c2f8c",2017-03-09 21:25:32,"2017-03-09 21:23:34","2017-03-09 21:26:35",2017-03-09 21:25:35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Net ninja",NA,NA
31,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia","United States of America",NA,NA,"Not working but looking for work",NA,70000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,6,"f0f42b8e61a3f7d0c8fe8a1946d5d3df","e91529797797450d7ee57f604f332a2c",NA,0,0,0,NA,"Within the next 6 months",1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"work for a medium-sized company",1,"Back-End Web Developer,   Mobile Developer, Full-Stack Web Developer, Data Engineer","in an office with other developers","Russian","single, never married",100,6,"93d3d3daf8",2017-03-09 21:25:33,"2017-03-09 21:21:51","2017-03-09 21:27:29",2017-03-09 21:25:36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,"bachelor's degree","Computer and Information Studies",20000,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
26,1,0,0,"The Coding Boot Camp at UCLA Extension",1,NA,"more than 1 million",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","architecture or physical engineering",NA,"Employed for wages",NA,50000,NA,NA,"male",NA,NA,0,0,0,NA,0,NA,NA,35,"796ae14c2acdee36eebc250a252abdaf","d9e44d73057fa5d322a071adc744bf07",44500,0,0,0,1,"Within the next 6 months",1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,"work for a startup",1,"  User Experience Designer, Full-Stack Web Developer,   Mobile Developer,   Front-End Web Developer, Back-End Web Developer","in an office with other developers","English","single, never married",8000,1,"50dab3f716",2017-03-09 21:26:35,"2017-03-09 21:21:58","2017-03-09 21:29:10",2017-03-09 21:26:39,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bachelor's degree","Architecture",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1,1,1,"Bloc.io",1,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"Less than 15 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"genderqueer",NA,NA,1,0,1,0,0,1,NA,10,"68937fb52ef2a7fed298dcf6f5402b64","6d0797219c19dbafe3cdf752230f44d3",45000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",8500,12,"d30ee6bc5b",2017-03-09 21:26:48,"2017-03-09 21:24:24","2017-03-09 21:29:09",2017-03-09 21:26:52,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,"bachelor's degree","Film and Video Studies",17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"30 to 44 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,0,"male",NA,NA,1,0,1,0,0,1,NA,8,"9242dbb44207890398f850f33e239d8d","e8c177a3f88cd79361b1b4721dcc458b",70000,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",1000,24,"3f838b4f19",2017-03-09 21:27:20,"2017-03-09 21:25:11","2017-03-09 21:28:56",2017-03-09 21:27:23,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,"bachelor's degree","Computer Science",25000,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1
23,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United Kingdom","United Kingdom","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,1,0,1,0,0,0,NA,20,"0bce0d5b82586ef24edd0cd05d8ac909","3470e90fc274de609a178456f4c9a344",22000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",100,18,"80dafec172",2017-03-09 21:27:53,"2017-03-09 21:25:41","2017-03-09 21:29:41",2017-03-09 21:27:55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Versioning Show - SitePoint",NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,"some high school",NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1
27,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United Kingdom","United Kingdom",NA,NA,"Unable to work",NA,25000,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,7,"c50129fd6564f0e4243f5a25fbe4f3dc","2a9df132a99b0088106796d112b496a1",NA,0,1,0,NA,"more than 12 months from now",1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,"work for a nonprofit",NA,"  Front-End Web Developer, Full-Stack Web Developer, Back-End Web Developer, Information Security, Game Developer","from home","English","married or domestic partnership",0,2,"0d74ae97dc",2017-03-09 21:28:25,"2017-03-09 21:26:19","2017-03-09 21:30:17",2017-03-09 21:28:28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,"associate's degree","Photography",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
22,1,1,0,"Dev Bootcamp",0,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada","United States of America",NA,NA,"Not working but looking for work",NA,70000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,28,"ae384d82f7ac67466e6675735e15bca7","47b5f0910aa19e114f62f07f7d9b9533",NA,1,0,0,NA,"I'm already applying",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,"work for a startup",1,"  User Experience Designer,   Front-End Web Developer, Back-End Web Developer","in an office with other developers","Chinese","single, never married",20000,5,"8776fa6f03",2017-03-09 21:29:44,"2017-03-09 21:26:53","2017-03-09 21:31:30",2017-03-09 21:29:48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Biology and Biological Sciences",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
29,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United Kingdom","United Kingdom","software development and IT",NA,"Self-employed business owner",NA,NA,NA,1,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"36130df16376bea4fb3279d9817e819b","d213bd5a1ed186341f912781784310b6",150000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",100,12,"449ffbb5dc",2017-03-09 21:30:56,"2017-03-09 21:29:22","2017-03-09 21:34:06",2017-03-09 21:30:59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Engineering",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
20,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United States of America","United States of America",NA,NA,"Employed for wages",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"a87d99ea2fbfd63bfa619f4494f8e581","8d0a5c9881ebf163b864446376ad05e0",NA,1,0,0,0,"I haven't decided",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,"work for a startup",0,"  Mobile Developer,   Front-End Web Developer","in an office with other developers",NA,"single, never married",NA,NA,"1e78071b65",2017-03-09 21:31:12,"2017-03-09 21:28:47","2017-03-09 21:32:59",2017-03-09 21:31:16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
16,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","Honduras",NA,NA,"Not working but looking for work",NA,50000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"4dd8e04eceafc097960832b00be8e5d9","54a6649dd68c3b42338048ff464582dc",NA,1,0,0,NA,"I haven't decided",1,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"work for a multinational corporation",0,"  Mobile Developer, Back-End Web Developer, Full-Stack Web Developer,   Front-End Web Developer","no preference","English","single, never married",0,2,"5d46d9df0f",2017-03-09 21:31:51,"2017-03-09 21:27:57","2017-03-09 21:33:33",2017-03-09 21:31:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
23,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Military",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,1,0,NA,NA,"b7c3ed07f40f4d21df969caa23fafc01","f033820ec307c6f4a6bc7ff378803182",NA,0,0,0,NA,"more than 12 months from now",1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,"work for a multinational corporation",1,"  Product Manager, Back-End Web Developer, Game Developer, Full-Stack Web Developer","in an office with other developers","English","single, never married",NA,12,"0790cab416",2017-03-09 21:31:57,"2017-03-09 21:29:49","2017-03-09 21:36:21",2017-03-09 21:32:01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"associate's degree","Foreign Languages and Literatures",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,75000,NA,NA,"male",NA,NA,1,0,1,0,1,1,NA,20,"ee82632cb237ec7c5bebb6966da1b359","20d06fc6175528a5838180d97ebb9b36",50000,0,0,0,1,"Within 7 to 12 months",1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",0,"  DevOps / SysAdmin,   Front-End Web Developer, Back-End Web Developer, Full-Stack Web Developer","in an office with other developers","English","married or domestic partnership",100,17,"a5260ec5a5",2017-03-09 21:32:34,"2017-03-09 19:57:08","2017-03-09 21:34:32",2017-03-09 21:32:38,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,"master's degree (non-professional)","History",26000,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
24,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America",NA,"Recreation/Gym","Employed for wages",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,10,"ee414867e83f14a02b4419795d8b9327","1b0d3715de75a9be87fa6884cf0b0ccf",35000,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"English","single, never married",45,3,"0e19f6ed2e",2017-03-09 21:33:23,"2017-03-09 21:30:42","2017-03-09 21:35:13",2017-03-09 21:33:26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,"bachelor's degree","Communications",30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,40000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,20,"e84a5ad5ea17d8b91b475d70c9920317","9d43b73775fd9aba50b4d5f8d1ebfbfb",NA,0,0,0,NA,"Within the next 6 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"Full-Stack Web Developer","in an office with other developers","English","single, never married",0,3,"1e6b77d127",2017-03-09 21:33:34,"2017-03-09 21:30:05","2017-03-09 21:34:57",2017-03-09 21:33:39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
